customer_id,age,annual_income,employment_length_years,total_debt_outstanding,debt_to_income_ratio,credit_utilization_ratio,num_open_accounts,missed_payments_history,loan_amount_requested,loan_purpose,creditworthiness_target
CUST_101368,57,75961.92,21.1,24111.13,0.3174,0.3627,3,1,30682.25,Home,1
CUST_101369,58,65955.51,24.6,49796.39,0.755,0.7396,6,3,67019.69,Car,0
CUST_101370,50,28084.79,14.1,15219.94,0.5419,0.4111,6,0,18718.69,Car,1
CUST_101371,29,107875.86,4.6,76364.33,0.7079,0.1177,4,1,63199.91,Home,1
CUST_101372,54,23322.98,8.2,11358.83,0.487,0.247,4,2,3947.7,Home,0
CUST_101373,64,17480.7,13.2,3928.8,0.2248,0.3476,2,0,18255.82,Car,1
CUST_101374,55,71877.88,7.5,34783.73,0.4839,0.9219,5,0,28587.9,Car,1
CUST_101375,42,44036.86,6.0,15275.92,0.3469,0.1274,10,1,37312.06,Home,1
CUST_101376,64,100100.62,11.3,60861.1,0.608,0.3291,8,3,106299.46,Home,0
CUST_101377,44,36758.86,11.1,15829.65,0.4306,0.2723,9,2,25354.45,Car,0
CUST_101378,37,23291.6,8.4,16744.1,0.7189,0.2738,5,0,18743.55,Home,1
CUST_101379,30,96476.5,7.6,57158.28,0.5925,0.4662,8,2,45749.18,Home,0
CUST_101380,50,50823.94,7.1,30374.19,0.5976,0.7258,7,0,45700.53,Car,1
CUST_101381,66,24437.79,25.3,5467.33,0.2237,0.2665,7,0,20094.31,Car,1
CUST_101382,43,72345.21,15.5,60581.87,0.8374,0.2603,6,1,42630.48,Education,1
CUST_101383,52,47203.13,15.7,34143.92,0.7233,0.5391,7,1,37671.04,Home,0
CUST_101384,37,56720.93,4.7,38638.52,0.6812,0.2336,7,0,22060.22,Education,1
CUST_101385,37,42803.3,4.8,13447.61,0.3142,0.3167,8,0,35252.9,Car,1
CUST_101386,34,94397.61,1.8,45169.76,0.4785,0.7531,9,0,79295.47,Personal,0
CUST_101387,29,94622.45,2.8,15109.55,0.1597,0.7448,8,0,55768.25,Car,1
CUST_101388,60,70609.61,24.8,33947.74,0.4808,0.9817,9,1,26429.94,Car,1
CUST_101389,22,20012.11,0.3,3336.25,0.1667,0.1492,8,2,19679.36,Car,0
CUST_101390,65,97144.96,11.4,47837.12,0.4924,0.5482,4,0,90300.12,Home,1
CUST_101391,45,65028.16,14.9,36999.56,0.569,0.9094,3,1,10586.65,Home,0
CUST_101392,59,68734.6,25.3,24892.7,0.3622,0.1226,4,0,44244.12,Car,1
CUST_101393,29,35293.14,3.8,15840.83,0.4488,0.8234,11,0,7105.29,Home,1
CUST_101394,42,110142.5,13.0,82664.45,0.7505,0.9467,7,0,49731.44,Home,1
CUST_101395,63,73155.14,16.0,10011.32,0.1369,0.4553,10,0,41293.37,Education,1
CUST_101396,66,20375.19,9.7,13924.13,0.6834,0.1271,8,0,6002.02,Education,1
CUST_101397,24,38574.32,1.5,7198.11,0.1866,0.2407,6,0,23753.78,Home,1
CUST_101398,46,112870.45,13.2,8958.12,0.0794,0.1758,7,1,98969.7,Personal,1
CUST_101399,49,17175.61,22.1,3408.67,0.1985,0.2302,10,0,9973.22,Personal,1
CUST_101400,65,161472.01,6.7,106900.05,0.662,0.0923,4,3,57734.93,Car,0
CUST_101401,54,66156.93,15.5,24749.36,0.3741,0.2189,12,0,36803.11,Car,1
CUST_101402,43,59909.01,7.6,44812.92,0.748,0.3269,8,1,45030.46,Personal,1
CUST_101403,57,29196.47,16.9,13715.51,0.4698,0.3553,9,0,32992.93,Personal,1
CUST_101404,31,27873.26,1.3,1889.81,0.0678,0.5679,10,0,18100.6,Car,1
CUST_101405,26,143174.25,1.9,89250.66,0.6234,0.1137,5,0,154148.46,Car,1
CUST_101406,38,30939.45,12.1,4275.41,0.1382,0.7648,9,0,36601.73,Education,1
CUST_101407,41,82225.64,10.2,56037.08,0.6815,0.9793,7,0,58784.78,Car,1
CUST_101408,62,37474.22,17.4,6913.32,0.1845,0.2598,5,0,9809.84,Education,1
CUST_101409,56,21748.02,10.8,7097.62,0.3264,0.4665,8,0,23114.76,Home,1
CUST_101410,61,15484.79,12.7,10204.74,0.659,0.1576,6,1,16237.23,Education,0
CUST_101411,58,50362.21,14.0,40963.87,0.8134,0.2193,9,0,53153.11,Personal,0
CUST_101412,54,182423.75,23.3,63327.89,0.3471,0.4369,7,0,208985.37,Business,1
CUST_101413,37,35729.94,13.2,25494.03,0.7135,0.1886,4,0,14437.72,Car,1
CUST_101414,57,34885.94,15.1,7069.07,0.2026,0.3803,10,0,16283.84,Education,1
CUST_101415,45,33978.04,9.4,23640.01,0.6957,0.9091,6,0,29078.63,Home,0
CUST_101416,58,48079.63,26.3,27693.64,0.576,0.2315,11,3,34631.45,Home,0
CUST_101417,32,41145.29,4.8,8401.65,0.2042,0.4091,7,0,43416.76,Home,1
CUST_101418,43,110379.86,11.2,32231.27,0.292,0.7095,8,0,41939.59,Personal,1
CUST_101419,62,46691.26,11.0,7256.6,0.1554,0.8679,5,0,38485.29,Car,1
CUST_101420,42,46895.3,13.6,16712.25,0.3564,0.9384,6,0,53200.41,Car,0
CUST_101421,41,21701.9,9.9,4620.74,0.2129,0.078,5,0,7323.5,Personal,1
CUST_101422,47,197670.16,18.0,111722.85,0.5652,0.8934,5,1,86494.06,Home,0
CUST_101423,51,27944.07,20.0,23629.62,0.8456,0.2061,8,0,15317.81,Education,1
CUST_101424,26,18428.75,1.5,1098.49,0.0596,0.3731,11,0,3608.42,Personal,1
CUST_101425,47,63964.79,16.2,30878.1,0.4827,0.9661,11,1,18841.26,Home,0
CUST_101426,60,55714.8,26.4,28355.12,0.5089,0.1499,6,0,28988.58,Home,1
CUST_101427,54,39137.66,11.6,30580.88,0.7814,0.1756,5,0,7116.51,Home,1
CUST_101428,32,39683.13,2.6,18048.06,0.4548,0.4628,7,1,19798.28,Business,0
CUST_101429,65,84183.66,4.6,40825.8,0.485,0.3609,10,0,31026.39,Education,1
CUST_101430,27,24800.94,2.9,10597.99,0.4273,0.0511,3,0,26064.84,Home,1
CUST_101431,30,92229.3,3.5,24452.15,0.2651,0.3074,10,1,70955.96,Education,1
CUST_101432,65,62081.2,22.0,5886.74,0.0948,0.0659,11,2,67565.39,Car,1
CUST_101433,37,39432.86,3.9,14863.28,0.3769,0.2297,10,0,12743.74,Home,1
CUST_101434,46,42564.39,18.2,3919.04,0.0921,0.9487,5,1,8079.71,Business,0
CUST_101435,41,28346.3,5.9,13900.85,0.4904,0.2446,6,0,13874.15,Home,1
CUST_101436,48,77765.44,7.2,23005.73,0.2958,0.1217,5,0,12603.27,Personal,1
CUST_101437,66,47365.53,20.1,22587.76,0.4769,0.4888,8,3,50769.48,Personal,0
CUST_101438,22,32411.4,0.9,5102.77,0.1574,0.419,6,1,9949.24,Car,1
CUST_101439,63,55790.9,10.8,44415.36,0.7961,0.3269,6,1,14236.71,Business,0
CUST_101440,21,260573.31,0.3,199499.35,0.7656,0.7593,4,0,251859.77,Home,0
CUST_101441,56,40712.72,7.9,8223.86,0.202,0.0557,4,2,35975.71,Business,0
CUST_101442,46,129048.39,15.7,41909.16,0.3248,0.7719,7,0,20989.93,Home,1
CUST_101443,49,34041.56,18.5,18409.48,0.5408,0.4673,7,1,22485.19,Car,1
CUST_101444,41,17532.94,8.9,2218.78,0.1265,0.4753,5,0,10409.92,Personal,1
CUST_101445,31,25280.71,6.6,8435.02,0.3337,0.3043,7,0,13286.11,Education,1
CUST_101446,60,39411.6,24.6,9887.97,0.2509,0.141,7,0,9433.96,Education,1
CUST_101447,31,26159.7,2.2,20467.7,0.7824,0.1675,7,0,25272.55,Home,1
CUST_101448,56,15010.22,27.9,10987.61,0.732,0.2707,12,1,5462.99,Business,0
CUST_101449,69,125930.5,33.1,64711.43,0.5139,0.1054,4,0,76069.43,Home,1
CUST_101450,59,98570.7,9.5,45961.26,0.4663,0.0421,10,1,105388.91,Personal,1
CUST_101451,60,76016.81,9.2,60401.49,0.7946,0.3994,8,2,34212.63,Business,0
CUST_101452,55,23266.5,6.6,18518.79,0.7959,0.7,8,1,3241.15,Home,0
CUST_101453,54,20771.1,6.7,17145.8,0.8255,0.5053,9,0,22392.19,Personal,0
CUST_101454,67,18149.93,29.3,2727.99,0.1503,0.7195,8,1,11675.48,Home,1
CUST_101455,44,72935.71,10.3,13015.1,0.1784,0.7661,7,2,47172.57,Personal,0
CUST_101456,42,133906.84,14.3,79191.08,0.5914,0.0797,10,0,94612.86,Car,1
CUST_101457,25,40337.67,3.1,19489.05,0.4831,0.3751,8,1,12017.7,Home,1
CUST_101458,53,20708.58,17.3,1341.35,0.0648,0.2769,4,0,18355.56,Personal,1
CUST_101459,56,47321.03,20.9,4712.23,0.0996,0.1304,6,0,16776.23,Education,1
CUST_101460,67,34304.44,5.3,26087.3,0.7605,0.235,5,0,14794.24,Home,1
CUST_101461,40,36137.56,6.4,26925.97,0.7451,0.0489,6,2,28704.35,Car,0
CUST_101462,39,58699.13,10.4,19712.15,0.3358,0.2153,4,0,54280.95,Car,1
CUST_101463,55,72077.91,3.7,54983.95,0.7628,0.2438,10,0,65135.26,Personal,1
CUST_101464,63,20274.55,5.3,10642.92,0.5249,0.803,8,0,3881.85,Education,0
CUST_101465,37,16630.76,11.8,11553.8,0.6947,0.0282,6,0,15467.19,Home,1
CUST_101466,65,247767.88,26.0,97111.35,0.3919,0.1086,7,2,205399.07,Home,1
CUST_101467,63,26921.15,12.3,3788.31,0.1407,0.2527,8,3,20610.98,Personal,0
CUST_101468,54,17490.01,19.8,6943.21,0.397,0.7879,8,2,20350.71,Education,0
CUST_101469,29,24475.52,5.9,10177.9,0.4158,0.1684,6,0,11785.16,Car,1
CUST_101470,46,16788.17,8.2,8238.88,0.4908,0.539,8,0,14293.36,Car,1
CUST_101471,22,37377.12,0.3,5025.96,0.1345,0.5561,5,0,27306.13,Car,1
CUST_101472,29,87968.38,6.8,74168.03,0.8431,0.291,6,1,46337.87,Home,0
CUST_101473,29,33783.12,3.1,8287.32,0.2453,0.7086,12,0,32670.42,Education,0
CUST_101474,60,41429.26,7.0,8652.17,0.2088,0.4121,6,2,22515.25,Home,0
CUST_101475,37,65658.17,7.6,30954.04,0.4714,0.1464,8,1,46906.94,Car,0
CUST_101476,21,46999.29,0.6,22548.69,0.4798,0.1995,6,0,33683.92,Home,1
CUST_101477,45,103942.18,6.4,41769.85,0.4019,0.63,5,1,68857.58,Education,1
CUST_101478,63,105458.18,12.4,70394.78,0.6675,0.1651,12,0,63606.3,Personal,1
CUST_101479,60,15448.21,10.8,7157.52,0.4633,0.7945,7,0,4395.9,Education,1
CUST_101480,62,82737.89,33.4,44492.83,0.5378,0.2129,7,0,30193.57,Education,1
CUST_101481,45,42789.55,6.0,26914.5,0.629,0.3075,6,1,10092.05,Education,1
CUST_101482,59,217296.05,19.6,15215.09,0.07,0.3683,7,2,194662.56,Home,1
CUST_101483,55,44707.26,26.2,22644.91,0.5065,0.0367,13,0,41073.64,Home,1
CUST_101484,23,210067.51,0.6,159095.8,0.7574,0.5188,5,0,168554.36,Personal,1
CUST_101485,57,78213.34,28.8,4998.69,0.0639,0.9315,4,0,86770.46,Personal,1
CUST_101486,64,27862.06,33.6,10424.47,0.3741,0.9521,7,0,10906.9,Car,0
CUST_101487,64,49787.06,31.6,39380.67,0.791,0.2235,7,0,49942.71,Home,1
CUST_101488,50,233043.63,7.5,77492.49,0.3325,0.7027,10,1,70942.45,Personal,1
CUST_101489,58,102688.26,20.7,42819.26,0.417,0.3155,8,1,17929.88,Home,1
CUST_101490,54,19609.76,21.5,16378.72,0.8352,0.2316,13,1,1963.75,Personal,1
CUST_101491,32,70144.87,9.5,14692.48,0.2095,0.3239,8,2,51815.78,Car,1
CUST_101492,39,34080.24,4.3,3483.14,0.1022,0.2191,7,0,32601.65,Home,1
CUST_101493,57,15315.3,23.5,11295.62,0.7375,0.3176,6,1,15396.24,Personal,0
CUST_101494,64,38248.99,14.8,28486.79,0.7448,0.7021,5,0,23627.17,Education,1
CUST_101495,69,27040.13,10.9,11564.04,0.4277,0.2746,3,3,4450.6,Car,0
CUST_101496,37,91884.13,6.7,42392.19,0.4614,0.6797,9,2,12803.01,Car,0
CUST_101497,30,33516.56,6.6,24086.51,0.7186,0.1521,7,1,37172.77,Personal,0
CUST_101498,69,94087.29,20.8,60295.61,0.6408,0.5062,5,0,19027.69,Home,1
CUST_101499,67,15026.92,22.4,3938.84,0.2621,0.5226,4,0,14472.9,Home,1
CUST_101500,32,31555.86,9.6,2004.26,0.0635,0.3764,8,0,5570.36,Personal,1
CUST_101501,36,27418.7,6.1,11893.14,0.4338,0.7439,5,0,8271.76,Education,1
CUST_101502,44,26970.38,12.7,19880.67,0.7371,0.4963,4,0,7528.87,Personal,1
CUST_101503,39,18178.02,6.8,13936.5,0.7667,0.7127,6,0,7358.79,Car,0
CUST_101504,28,24322.97,3.0,19822.76,0.815,0.2883,6,0,13285.03,Education,1
CUST_101505,51,51491.25,18.2,38806.41,0.7537,0.0521,3,0,12213.65,Home,1
CUST_101506,41,30498.41,15.9,15677.25,0.514,0.1604,8,0,35697.62,Personal,1
CUST_101507,37,39311.05,8.2,15947.88,0.4057,0.1005,8,0,4017.73,Home,1
CUST_101508,43,36284.78,14.7,24306.44,0.6699,0.2174,6,0,34446.24,Home,1
CUST_101509,57,108901.83,6.0,69899.44,0.6419,0.2237,7,1,73961.64,Car,0
CUST_101510,36,121066.38,4.0,58174.18,0.4805,0.4825,6,0,23503.12,Personal,1
CUST_101511,26,45562.17,2.7,5461.17,0.1199,0.9618,6,0,10572.02,Home,1
CUST_101512,28,33031.97,0.9,26123.83,0.7909,0.1166,6,1,24740.92,Home,1
CUST_101513,45,20082.55,6.9,8323.86,0.4145,0.1571,10,0,8972.46,Car,1
CUST_101514,38,152979.74,8.3,52115.15,0.3407,0.0656,5,1,91054.82,Personal,1
CUST_101515,45,17795.26,2.8,9852.42,0.5537,0.8408,7,0,12529.79,Personal,0
CUST_101516,32,30899.57,3.4,18202.02,0.5891,0.2491,8,0,22577.79,Home,1
CUST_101517,35,30926.23,6.9,6758.94,0.2186,0.1827,13,2,22912.37,Home,0
CUST_101518,46,32381.38,13.0,23300.06,0.7196,0.4416,6,0,5733.31,Business,1
CUST_101519,61,23076.14,30.7,6506.31,0.2819,0.247,12,0,21103.74,Education,1
CUST_101520,65,83787.1,24.8,16702.72,0.1993,0.0571,10,0,35429.76,Home,1
CUST_101521,46,20880.41,10.1,7832.66,0.3751,0.2224,6,0,4716.34,Home,1
CUST_101522,67,60342.1,35.3,38283.93,0.6344,0.6108,11,0,12817.93,Home,1
CUST_101523,52,20949.6,20.8,17228.25,0.8224,0.4899,5,1,7556.88,Home,1
CUST_101524,30,18291.61,2.4,12757.03,0.6974,0.2015,8,2,14478.69,Personal,0
CUST_101525,36,123073.2,3.1,98739.01,0.8023,0.0793,7,1,76196.5,Car,1
CUST_101526,27,24489.6,4.0,3979.18,0.1625,0.2687,6,0,5333.38,Business,1
CUST_101527,37,92479.56,8.4,9889.9,0.1069,0.4157,12,2,12539.11,Car,1
CUST_101528,43,50399.11,15.0,25006.21,0.4962,0.9949,6,0,6407.35,Home,1
CUST_101529,46,18647.45,16.0,5263.02,0.2822,0.3294,11,2,10502.26,Home,0
CUST_101530,41,154999.61,11.3,110428.54,0.7124,0.2204,6,1,149877.31,Car,1
CUST_101531,42,27763.73,17.4,16313.7,0.5876,0.217,11,0,20295.08,Business,1
CUST_101532,27,103361.23,3.3,85436.59,0.8266,0.3742,10,0,102394.41,Business,1
CUST_101533,34,23320.36,2.5,5919.5,0.2538,0.2379,4,0,10525.12,Home,1
CUST_101534,35,101569.09,10.2,44550.97,0.4386,0.1925,12,2,25836.65,Personal,1
CUST_101535,27,15599.27,1.9,7035.15,0.451,0.9662,8,0,15338.79,Personal,0
CUST_101536,29,47264.55,5.8,11406.89,0.2413,0.2457,3,1,42567.68,Home,1
CUST_101537,68,81026.49,37.0,42301.88,0.5221,0.967,5,0,60609.27,Home,1
CUST_101538,28,137860.22,4.7,55782.21,0.4046,0.7385,5,0,148411.48,Home,0
CUST_101539,43,122960.38,11.9,50091.26,0.4074,0.5765,7,0,97599.57,Home,1
CUST_101540,49,92072.24,12.2,31321.99,0.3402,0.8426,5,0,62461.54,Car,1
CUST_101541,38,113593.49,6.4,7218.13,0.0635,0.0336,5,0,74124.42,Car,1
CUST_101542,51,24997.59,10.8,11690.78,0.4677,0.0653,6,2,19475.94,Home,1
CUST_101543,50,30044.96,16.4,9560.25,0.3182,0.5839,5,0,20078.68,Business,1
CUST_101544,59,30346.74,24.4,1549.38,0.0511,0.1266,1,0,12137.83,Car,1
CUST_101545,55,36298.29,20.1,10757.18,0.2964,0.9981,4,0,41716.16,Personal,0
CUST_101546,38,37488.97,4.3,10230.84,0.2729,0.1549,4,2,43257.31,Education,0
CUST_101547,62,50391.65,18.7,18380.78,0.3648,0.649,7,1,14287.58,Education,1
CUST_101548,59,22839.46,25.5,3551.12,0.1555,0.1842,5,0,15614.3,Car,1
CUST_101549,37,67884.57,7.4,30965.35,0.4561,0.7447,7,0,65751.46,Personal,1
CUST_101550,34,23253.09,6.7,14043.76,0.604,0.363,3,1,3726.39,Home,1
CUST_101551,51,31717.99,19.8,17576.48,0.5541,0.8723,4,0,7482.88,Business,1
CUST_101552,44,46493.7,13.5,32220.32,0.693,0.1339,7,1,32516.87,Home,1
CUST_101553,55,86630.88,13.5,35657.84,0.4116,0.2195,8,0,11363.66,Home,1
CUST_101554,64,75526.54,32.0,35140.49,0.4653,0.6881,8,0,76756.94,Personal,1
CUST_101555,65,61671.47,9.6,43066.52,0.6983,0.2193,6,0,65401.51,Education,1
CUST_101556,54,22620.04,27.1,8870.7,0.3922,0.8033,7,3,20582.92,Personal,0
CUST_101557,23,50638.35,0.5,30954.18,0.6113,0.3036,4,3,50871.12,Education,0
CUST_101558,57,19117.89,4.1,7602.84,0.3977,0.1846,11,2,16037.69,Car,0
CUST_101559,63,36320.63,31.1,13953.98,0.3842,0.8164,5,0,9300.02,Home,1
CUST_101560,60,39012.49,10.9,25676.64,0.6582,0.313,7,2,5182.42,Personal,0
CUST_101561,46,16828.15,15.9,3195.15,0.1899,0.0772,8,1,17381.68,Car,1
CUST_101562,43,29408.5,15.4,9436.27,0.3209,0.2899,5,0,25817.04,Home,1
CUST_101563,64,155203.38,30.9,35594.01,0.2293,0.5414,10,0,83547.16,Home,1
CUST_101564,59,153202.15,31.0,51673.24,0.3373,0.451,8,1,149605.08,Education,1
CUST_101565,35,34546.62,4.6,8094.27,0.2343,0.4288,9,0,5479.37,Home,1
CUST_101566,69,16982.54,29.3,8720.95,0.5135,0.9672,4,1,7659.03,Personal,0
CUST_101567,24,23880.65,0.7,16442.7,0.6885,0.8764,5,1,11368.02,Personal,0
CUST_101568,49,37407.24,11.2,25410.38,0.6793,0.0445,6,0,8056.12,Car,1
CUST_101569,42,147852.78,15.3,50506.62,0.3416,0.9276,7,2,135413.37,Personal,0
CUST_101570,45,21849.82,8.9,18375.88,0.841,0.4712,7,0,20872.69,Personal,1
CUST_101571,33,79884.33,6.7,41945.94,0.5251,0.3488,11,0,59233.23,Personal,1
CUST_101572,38,20177.46,8.1,7455.98,0.3695,0.5337,8,1,11292.18,Car,0
CUST_101573,53,193963.46,18.2,139349.44,0.7184,0.1408,4,1,148916.94,Education,0
CUST_101574,36,36629.09,12.5,23219.15,0.6339,0.104,4,0,39860.53,Car,1
CUST_101575,65,82171.4,6.3,53363.77,0.6494,0.902,10,0,40553.82,Car,1
CUST_101576,62,33875.21,21.1,7009.17,0.2069,0.2058,8,0,15842.48,Car,1
CUST_101577,64,59458.73,31.0,25249.71,0.4247,0.0803,7,1,46675.19,Home,1
CUST_101578,22,24594.59,0.9,18186.78,0.7395,0.8587,6,0,20954.64,Home,0
CUST_101579,55,22103.19,5.4,10017.84,0.4532,0.1268,10,1,13339.8,Personal,0
CUST_101580,62,140174.52,20.7,83650.85,0.5968,0.9375,10,0,146555.37,Business,0
CUST_101581,54,127353.47,11.3,66267.99,0.5203,0.2309,6,1,62087.0,Home,1
CUST_101582,50,113303.67,6.3,82018.88,0.7239,0.0574,8,0,91210.47,Car,1
CUST_101583,33,59189.36,9.0,16433.85,0.2776,0.1398,5,0,49397.99,Car,1
CUST_101584,33,89324.6,6.0,45589.51,0.5104,0.9912,4,1,37900.57,Car,0
CUST_101585,38,18219.11,13.6,2707.14,0.1486,0.99,7,1,2199.71,Home,0
CUST_101586,52,33344.3,21.3,20078.89,0.6022,0.0533,11,0,33653.52,Personal,1
CUST_101587,52,31940.02,18.7,20300.25,0.6356,0.0867,6,0,20143.29,Car,1
CUST_101588,55,60433.24,3.6,5092.7,0.0843,0.263,10,0,12388.85,Car,1
CUST_101589,59,34799.59,15.6,20553.78,0.5906,0.2445,5,0,40134.91,Education,1
CUST_101590,66,22234.37,11.0,8488.02,0.3818,0.1969,6,1,9473.39,Car,1
CUST_101591,49,55837.37,21.4,8335.26,0.1493,0.2864,7,0,34726.04,Car,1
CUST_101592,69,90783.37,10.9,35035.67,0.3859,0.1168,7,0,57418.09,Car,1
CUST_101593,49,36666.0,8.7,7530.7,0.2054,0.9368,9,0,18621.93,Business,1
CUST_101594,64,21384.29,20.3,8178.37,0.3824,0.8462,10,0,5704.07,Home,1
CUST_101595,36,24855.56,4.5,8885.15,0.3575,0.7489,2,0,21741.67,Business,0
CUST_101596,64,27200.89,10.9,17427.97,0.6407,0.133,8,2,8569.23,Home,1
CUST_101597,67,31043.79,24.4,20779.86,0.6694,0.7133,7,0,26404.55,Home,0
CUST_101598,30,61325.05,1.6,32847.1,0.5356,0.1258,8,0,60240.75,Business,1
CUST_101599,50,56339.58,4.2,3839.51,0.0681,0.5023,12,0,7067.54,Personal,1
CUST_101600,45,68594.56,9.0,54520.18,0.7948,0.3896,8,2,62075.55,Car,0
CUST_101601,59,35259.19,23.6,21119.78,0.599,0.0576,2,3,28272.1,Car,0
CUST_101602,40,93176.61,9.8,7207.8,0.0774,0.242,8,1,29383.3,Home,1
CUST_101603,25,25271.98,2.0,17818.42,0.7051,0.376,9,0,19768.06,Home,1
CUST_101604,21,43488.15,0.5,9141.77,0.2102,0.3623,5,0,24477.25,Home,1
CUST_101605,50,87636.42,10.7,44990.52,0.5134,0.1381,4,0,16918.31,Home,1
CUST_101606,69,23939.0,37.0,10133.56,0.4233,0.0991,3,0,16184.13,Car,1
CUST_101607,23,20237.1,0.4,7808.91,0.3859,0.7694,5,1,23689.83,Car,0
CUST_101608,65,111815.0,25.7,85177.42,0.7618,0.3026,5,3,90982.89,Personal,0
CUST_101609,34,33898.39,10.1,13555.59,0.3999,0.1014,8,0,15715.27,Home,1
CUST_101610,50,66822.1,19.9,7368.83,0.1103,0.0946,8,0,48102.01,Car,1
CUST_101611,24,16155.39,0.9,13042.42,0.8073,0.4138,7,2,14726.95,Business,0
CUST_101612,38,67710.04,5.5,53249.08,0.7864,0.1272,9,1,18408.07,Personal,1
CUST_101613,57,32097.55,22.3,19179.77,0.5975,0.707,6,2,21881.27,Car,0
CUST_101614,45,17580.96,4.0,7459.85,0.4243,0.8021,7,2,11560.38,Home,0
CUST_101615,68,57350.79,32.1,7127.99,0.1243,0.135,8,0,29490.58,Home,1
CUST_101616,21,27397.28,0.6,18701.34,0.6826,0.2549,6,1,25254.05,Car,0
CUST_101617,66,37008.42,28.1,4085.08,0.1104,0.1964,7,1,26702.01,Education,1
CUST_101618,35,18780.59,2.6,1969.72,0.1049,0.2078,7,0,16316.31,Business,1
CUST_101619,29,22163.42,5.4,10636.38,0.4799,0.739,6,0,16745.74,Personal,1
CUST_101620,35,30920.53,8.6,5507.03,0.1781,0.6881,5,1,29653.83,Car,1
CUST_101621,69,19232.09,33.4,1080.54,0.0562,0.285,7,1,15334.21,Car,1
CUST_101622,44,123772.59,3.1,48084.51,0.3885,0.0778,9,0,104651.65,Home,1
CUST_101623,24,15272.94,0.5,2440.22,0.1598,0.0502,8,0,5315.72,Home,1
CUST_101624,32,44761.99,4.3,7986.09,0.1784,0.7674,11,0,46125.24,Car,1
CUST_101625,57,20918.87,7.6,2333.05,0.1115,0.6935,5,1,5667.15,Home,1
CUST_101626,57,31546.76,18.2,6753.37,0.2141,0.529,11,0,14946.79,Home,1
CUST_101627,63,132202.29,31.9,82281.03,0.6224,0.3411,5,0,142559.87,Business,1
CUST_101628,26,22936.77,2.2,15990.18,0.6971,0.7251,9,0,5033.34,Personal,0
CUST_101629,59,166941.38,27.0,68784.34,0.412,0.1801,6,1,175847.16,Car,1
CUST_101630,66,25368.58,4.6,11548.87,0.4552,0.1508,6,0,15802.13,Personal,1
CUST_101631,44,75890.19,5.2,5777.07,0.0761,0.8571,7,0,22914.69,Home,1
CUST_101632,31,50601.79,1.3,5336.11,0.1055,0.7379,6,2,46093.82,Car,0
CUST_101633,33,112123.53,4.3,28709.7,0.2561,0.9228,9,0,46225.17,Home,1
CUST_101634,54,51333.95,25.0,24903.06,0.4851,0.0558,16,0,43413.13,Business,1
CUST_101635,45,49414.67,4.2,31706.47,0.6416,0.1965,3,0,47931.5,Business,1
CUST_101636,27,24786.69,3.7,13236.15,0.534,0.7998,8,0,18001.62,Car,1
CUST_101637,24,23180.86,1.7,8430.93,0.3637,0.2473,7,0,22360.22,Car,1
CUST_101638,28,126725.04,6.1,18331.95,0.1447,0.9016,9,1,143015.66,Business,0
CUST_101639,40,32876.53,3.7,22179.12,0.6746,0.5054,7,0,23192.48,Home,1
CUST_101640,49,35940.57,7.2,12256.77,0.341,0.3198,8,1,9617.89,Car,1
CUST_101641,65,79187.18,5.4,50588.19,0.6388,0.3214,9,0,69729.21,Personal,1
CUST_101642,66,33618.05,18.6,15477.18,0.4604,0.5809,9,0,18526.27,Personal,1
CUST_101643,30,151703.52,2.9,97231.28,0.6409,0.9648,8,2,103830.91,Education,0
CUST_101644,63,75261.08,30.5,58389.93,0.7758,0.7258,9,0,59418.39,Business,1
CUST_101645,54,55944.8,17.8,44018.69,0.7868,0.1752,8,3,49748.46,Home,0
CUST_101646,46,110748.8,13.8,52947.39,0.4781,0.9967,9,0,89016.77,Education,1
CUST_101647,61,17289.53,19.4,7939.47,0.4592,0.4021,8,1,6157.79,Personal,1
CUST_101648,69,28371.46,8.1,7448.72,0.2625,0.2563,7,0,26186.36,Home,1
CUST_101649,23,43150.04,1.2,34461.34,0.7986,0.2093,10,0,42635.53,Personal,1
CUST_101650,26,26585.18,4.8,11068.35,0.4163,0.3297,8,0,3760.23,Education,1
CUST_101651,25,76299.34,3.4,11603.07,0.1521,0.4289,7,0,33492.18,Car,1
CUST_101652,25,128214.5,3.6,50793.96,0.3962,0.3396,7,0,150726.17,Education,1
CUST_101653,67,39806.19,31.8,6036.31,0.1516,0.3277,13,0,11762.73,Business,1
CUST_101654,43,33843.83,4.0,15298.27,0.452,0.1828,10,3,10190.45,Business,0
CUST_101655,69,161628.7,12.7,80656.02,0.499,0.5375,7,2,121295.38,Home,0
CUST_101656,29,41483.46,0.9,13283.2,0.3202,0.1715,7,1,19579.28,Business,1
CUST_101657,55,45216.62,10.9,4852.67,0.1073,0.2777,8,0,37205.74,Home,1
CUST_101658,40,34499.6,3.5,27765.38,0.8048,0.312,7,0,13417.23,Home,1
CUST_101659,69,123132.35,21.1,82336.45,0.6687,0.5026,7,0,70013.16,Education,1
CUST_101660,62,52869.48,24.1,38124.44,0.7211,0.8936,9,0,63352.22,Car,1
CUST_101661,55,79629.83,24.9,27352.43,0.3435,0.716,6,0,40673.71,Car,1
CUST_101662,38,90162.86,11.2,59387.1,0.6587,0.7942,7,0,17562.14,Home,1
CUST_101663,37,33824.44,12.9,14825.2,0.4383,0.0425,5,0,31006.18,Education,1
